
HOT_ID	Domain	Phylum	Class	Order	Family	Genus	Species	Status	Warning	Type_strain	16S_rRNA	Clone_count	Clone_%	Clone_rank	Synonyms	NCBI_taxon_id	NCBI_pubmed_count	NCBI_nucleotide_count	NCBI_protein_count	Genome_ID	General_info	Cultivability	Phenotypic_characteristics	Prevalence	Disease	References
594	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	downei				AY188350	49	0.14	128						SEQF1846	N/A					
595	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	durum				Z97069	28	0.08	171						SEQF1897	N/A					
596	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	elegans				Y15408	136	0.39	52	Abiotrophia elegans					SEQF1608	N/A					
597	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	elkanii				U35000	0	0.00	0						SEQF2325|SEQF2487|SEQF2595|SEQF2596|SEQF2597|SEQF2598	N/A					
598	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	elongata				L06171	40	0.11	144						SEQF1166	N/A					
600	Bacteria	Bacteroidetes	Bacteroides	Bacteroidales	Prevotellaceae	Prevotella	enoeca				AJ005635	0	0.00	0						SEQF2647|SEQF2677	N/A					
601	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	epidermidis				D83363	3	0.01	387	Albococcus epidermidis|Micrococcus epidermidis					SEQF2383|SEQF1836|SEQF1838|SEQF1640|SEQF1837|SEQF2205|SEQF2206|SEQF2207|SEQF1322|SEQF1324	N/A					
602	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Slackia	exigua				AF101240	2	0.01	409	Eubacterium exiguum					SEQF1599	N/A		Gram positive non-spore forming, non-motile bacillusObligate anaerobeCellular morphology: 0.5 x 1.0 um, singly or in clumpsColonial morphology: translucent colonies &lt; 1 mm diameter after prolonged incubation o&shy;n BHI-blood agarNo detectable metabolic end-products after growth in PYGGAC content of DNA:60-64 mol%	Has been isolated by at least 3 groups of investigatorsFound in most subjects with periodontitis by DNA hybridization (Wade, unpublished)	Adult periodontitis [5]Necrotic pulps [10]Dentoalveolar abscesses [1]	Oral Microbiol Immunol. 2006 Dec;21(6):381-4[PID:17064396]|Microb Ecol Health Dis 1993 6:269|Int J Syst Bacteriol. 1996 Oct;46(4):1120-4[PID:8863445]|J Periodontal Res. 2004 Aug;39(4):213-20[PID:15206913]|Oral Microbiol Immunol. 2004 Oct;19(5):343-6[PID:15327650]|Infect Immun. 1983 Nov;42(2):510-5[PID:6642641]|Int J Syst Bacteriol. 1999 Apr;49 Pt 2:595-600[PID:10319481]|Int Endod J. 2001 Sep;34(6):463-70[PID:11556514]|J Med Microbiol. 1994 Feb;40(2):115-7[PID:8107059]|J Med Microbiol. 2001 Nov;50(11):947-51[PID:11699590]
603	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Bulleidia	extructa			DSM 13220	AF220064	11	0.03	267						SEQF1088|SEQF1730	Solobacterium moorei is a closely related species and on the basis of its position in the 16S rRNA phylogenetic tree appears to represents a novel species within the genus Bulleidia. The name Bulleidia would have precedence by prior publication under Rule 27 of the Bacteriological Code.	Slow growth on Fastidious Anaerobe Agar + 5 % horse blood. After 7 days incubation, colonies are 0.7-0.9 mm in diameter, circular, entire, low convex, grey to off-white, opaque and glossy	Gram positive short rods [1]. Obligate anaerobes. Ferment glucose and maltose. Metabolic end-products of glucose metabolism are moderate amounts of acetate and lactate and trace amounts of succinate. Arginine is hydrolysed. mol % G+C content of the DNA is 38. 	Found in the human mouth	Isolated from subgingival plaque in periodontitis and from odontogenic infections [2,3,4].	Int J Syst Evol Microbiol. 2000 May;50 Pt 3:979-83[PID:10843035]|J Periodontal Res. 2004 Aug;39(4):213-20[PID:15206913]|J Med Microbiol. 2001 Nov;50(11):947-51[PID:11699590]|Ann Periodontol. 2002 Dec;7(1):8-16[PID:16013212]
604	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	faecalis				Y18293	138	0.40	50	Enterocoque Thiercelin|Enterococcus proteiformis|Enterocoque|Micrococcus ovalis|Micrococcus zymogenes|Streptococcus faecalis|Streptococcus glycerinaceus|Streptococcus liquefaciens					SEQF1748|SEQF1749|SEQF1750|SEQF1751|SEQF1752|SEQF1753|SEQF2278|SEQF1080|SEQF1495|SEQF1079|SEQF1449|SEQF1735|SEQF1736|SEQF1737|SEQF1738|SEQF1739|SEQF1740|SEQF1741|SEQF1260|SEQF1742|SEQF1743|SEQF1744|SEQF1745|SEQF1746|SEQF1747	N/A					
605	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	fairfieldensis				AJ251630	0	0.00	0							N/A					
606	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	faucium				AF125590	5	0.01	343	Mycoplasma orale type 3						N/A					
607	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	fermentans				M24289	0	0.00	0	Asterococcus fermentans|Micromyces hominis|Schizoplasma fermentans					SEQF1928|SEQF1263|SEQF1265	N/A					
608	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	fermentum				M58819	60	0.17	109	Bacillus casei d|Bacillus d|Lactobacillus cellobiosus|Lactobacterium fermentum					SEQF1964|SEQF1765|SEQF1766|SEQF1533|SEQF2541|SEQF2605	N/A					
609	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	flava				AJ239301	110	0.32	64							N/A					
610	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	flavescens				AJ239280	115	0.33	59						SEQF1790|SEQF1195	N/A					
612	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	fluorescens				Z76662	12	0.03	255	Bacterium fluorescen|Bacillus fluorescens|Bacterium fluorescens|Liquidomonas fluorescens					SEQF2195|SEQF2196|SEQF1301|SEQF2381|SEQF2169|SEQF1300|SEQF1302|SEQF2332	N/A					
613	Bacteria	Bacteroidetes	Bacteroides	Bacteroidales	Porphyromonadaceae	Tannerella	forsythia		1		L16495	88	0.25	81	Bacteroides forsythus|Tannerella forsythensis					SEQF1072	The genome sequence NC_016610.1 is incorrectly attributed to the type strain FDC 338 = ATCC 43037.  The sequence is for strain 92A2.  This strain is not currently in ATCC, but we hope to have it deposited there within the next two weeks (today 10/7/14).  We will post the ATCC number when it is assigned.					
614	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Lysinibacillus	fusiformis				M77486	0	0.00	0	Aerobacillus fusiformis|Bacillus sphaericus					SEQF1920|SEQF2422|SEQF2693	N/A					
615	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	gasseri				M58820	279	0.80	24						SEQF1251|SEQF1767|SEQF1768|SEQF1769|SEQF2087|SEQF1255|SEQF2088|SEQF2497|SEQF2557|SEQF2558|SEQF2700	N/A					
616	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	genitalium				X77334	0	0.00	0						SEQF1267|SEQF2377|SEQF2378|SEQF2375|SEQF2376|SEQF1268	N/A					
617	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	georgiae				X80413	1	0.00	459	Actinomyces D08					SEQF1902|SEQF2574	N/A					
618	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	gerencseriae				X80414	36	0.10	149	Actinomyces israelii					SEQF1664|SEQF2575	N/A					
619	Bacteria	Bacteroidetes	Bacteroides	Bacteroidales	Porphyromonadaceae	Porphyromonas	gingivalis				X73964	89	0.26	80	Bacteroides gingivalis					SEQF1975|SEQF2392|SEQF1538|SEQF1064|SEQF2447|SEQF2355|SEQF1908|SEQF2458|SEQF2366|SEQF2457|SEQF2356|SEQF2507|SEQF2616	N/A					
621	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	gonorrhoeae				X07714	0	0.00	0	Diplococcus gonorrhoeae|Gonococcus neisseri|Merismopedia gonorrhoeae|Micrococcus der gonorrhoe|Micrococcus gonococcus|Micrococcus gonorrhoeae					SEQF1626|SEQF1627|SEQF1628|SEQF1629|SEQF1630|SEQF1109|SEQF1631|SEQF1632|SEQF1794|SEQF1791|SEQF1633|SEQF1272|SEQF1792|SEQF1793|SEQF2139|SEQF2158|SEQF1625|SEQF1699	N/A					
622	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	gordonii			ATCC 10558|NCTC7865	AF003931	478	1.37	10						SEQF1066	Viridans type of streptococci has had taxonomic revisions.&nbsp; Previously designated as strains of&nbsp;Streptococcus sanguis subsp. sanguis [1,4].&nbsp; Suggested that&nbsp;strain NCTC 3165, a strain of Streptococcus mitis, be included [4].&nbsp; 	Alpha-hemolytic colonies (0.7- 1.2 mm diameter) o&shy;n blood agar and extensive greening o&shy;n chocolate agar.&nbsp;&nbsp;&nbsp;	Facultatively anaerobic, Gram positive cocci, approximately 1 um in diameter, that grow in short chains in broth cultures.&nbsp;&nbsp;&nbsp;Carbohydrates are femented primarily to lactic acid and no gas. Catalase negative.&nbsp; Cell wall contains glycerol teichoic acid and rhamnose.&nbsp;Peptidoglycan type is Lys-Ala1-3S. gordonii is similar to&nbsp;S. sanguis (sanguinis) but can be differentiated&nbsp;based o&shy;n the following; DNA homology, lower G+C content of the DNA (42&nbsp; vs 46 mol%), ferments amygdalin, has alkaline phosphatase and B-glucosaminidase activities, lacks IgA1 protease activity, multilocus enzyme analysis [4].3 biovars of S. gordonii&nbsp;differ biochemically and serologically, but all biovars possess the group H antigen [4]&nbsp;	Commonly found in the human oral cavity and throat.&nbsp; Has been isolated from blood and heart valves of patients with bacterial endocarditis.&nbsp; May be found occasionally&nbsp;in human feces	Generally associated with healthy oral microflora, but has been&nbsp;associated with&nbsp;intact enamel in children with primary caries surfaces&nbsp;[2].&nbsp; May play a role in caries production [3].Has also been associated with infective endocarditis and recurrent aphthous ulcerations	Int J Syst Bacteriol. 1989 Oct;39(4):471-84.|J Gen Microbiol. 1975 Nov;91(1):92-8[PID:1202161]|J Clin Microbiol. 2002 Mar;40(3):1001-9[PID:11880430]|J Dent Res. 1993 Feb;72(2):508-16[PID:8423248]
623	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	gracilis				L04320	362	1.04	16	Bacteroides gracilis					SEQF1005|SEQF2434	In 1981, four species were recognized&nbsp;as comprising&nbsp;what had previously been called Bacteroides corrodens [5].&nbsp; o&shy;ne of these organisms was called Bacteroides gracilis, but based upon 16S rRNA analysis, the organism was transferred to the genus Campylobacter [2].&nbsp; 	Campylobacter gracilis is microaerophilic, but is stimulated o&shy;n media containing formate and fumerate.	Gram-negative,&nbsp;straight rods.&nbsp; 0.4 um&nbsp;by 4-6 um with both tapered and rounded ends.&nbsp; May&nbsp;pit or corrode agar, or show twitching motility.&nbsp; The mol% G + C of the DNA is 44-46%.&nbsp;&nbsp;&nbsp;&nbsp;It does not ferment carbohydrates and produces mainly succinate from PYG.&nbsp;	Campylobacter gracilis is a common member of subgingival plaque.&nbsp; 16S rRNA cloning studies indicate that it is generally the most common oral Campylobacter species identified.	Campylobactrer gracilis is a member of Socransky&#39;s Orange Complex and is associated with periodontal disease [3].&nbsp; It has been recoved from primary endodontic infections [4].&nbsp; It is occasionally isolated from systemic infections [1].	Int Endod J.2003 Mar;36(3):174-80[PID:12657143]|Int J Syst Bacteriol. 1981 31:432-445|J Clin Periodontol.1998 Feb;25(2):134-44[PID:9495612]|J Clin Microbiol.1985 Nov;22(5):799-802[PID:4056006]|Int J Syst Bacteriol.1995 Jan;45(1):145-52[PID:7857794]
626	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Gemella	haemolysans				L14326	537	1.54	8	Neisseria haemolysans					SEQF2070|SEQF1019	N/A					
627	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	haemolytica				U41349	0	0.00	0							N/A					
630	Bacteria	Bacteroidetes	Bacteroides	Bacteroidales	Bacteroidaceae	Bacteroides	heparinolyticus				L16487	2	0.01	409	Prevotella heparinolyticus						N/A					
632	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	hominis				AJ002265	1	0.00	459	Asterococcus hominis|Micromyces hominis|Schizoplasma hominis					SEQF1722|SEQF2524	N/A					
633	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Cardiobacterium	hominis				M35014	47	0.13	133						SEQF1604	N/A					
634	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter	hormaechei				AJ853890	135	0.39	53	CDC Enteric Group 75					SEQF2432|SEQF1960|SEQF2489	N/A					
635	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae[14]	Johnsonella	ignava				X87152	13	0.04	244						SEQF1672	N/A					
636	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Afipia	sp.  genomospecies 8				U87774	4	0.01	365							N/A					
638	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	infantis				AB008315	208	0.60	30						SEQF1924|SEQF2212|SEQF2213|SEQF2216|SEQF2214|SEQF2215	N/A					
639	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Selenomonas	infelix				AF287802	112	0.32	63						SEQF1673	N/A					
641	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	influenzae				M35019	101	0.29	75	Bacterium influenzae|Coccobacillus pfeifferi|Haemophilus meningitidis|Influenza-bacillus|Mycobacterium influenzae					SEQF1227|SEQF1238|SEQF1487|SEQF1758|SEQF1759|SEQF1232|SEQF1235|SEQF1236|SEQF1111|SEQF1112|SEQF1223|SEQF1224|SEQF1226|SEQF1228|SEQF1233|SEQF1234|SEQF1237|SEQF1231|SEQF2050|SEQF2051|SEQF2052	N/A					
642	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Scardovia	inopinata				AB029087	6	0.02	332	Bifidobacterium inopinatum					SEQF1654	N/A					
643	Bacteria	Bacteroidetes	Bacteroides	Bacteroidales	Prevotellaceae	Prevotella	intermedia			ATCC 25611	L16468	55	0.16	116	Prevotella intermedius|Bacteroides intermedius|Bacteroides melaninogenicus					SEQF1065|SEQF2554	Formerly known as&nbsp;Bacteroides melaninogenicus subsp. intermedius, and then Bacteroides intermedius.&nbsp;&nbsp;&nbsp;Phylogenetic analysis based o&shy;n 16S rRNA sequence comparisons and biochemical characteristics warranted separate genus designation to the genus Prevotella, i.e., Prevotella intermedia [1].	Black pigmented colonies (0.5- 2.0 mm diameter) after anaerobic incubation for 2 days o&shy;n hemin-containing agar media.&nbsp; Hemin is required for growth, Vitamin K is stimulatory.&nbsp; Colonies fluoresce under shortwave UV.	Obligately anaerobic, Gram negative, short rod (0.5 by 2 um). Moderately saccaharolytic, fermenting glucose and other carbohydrates to mainly to succinate and acetate. Cell walls contain meso-diaminopimelic acid, but not KDO or heptose.	Primarily colonizes&nbsp;the gingival crevice, but also found in&nbsp;head, neck, abdominal, and lung infections.&nbsp; Has been isolated from blood.	Although commonly detected in subgingival plaque, P. intermedia has been associated with periodontal disease [2], aggressive periodontitis, necrotizing ulcerative periondontis, endodontic&nbsp;&nbsp;infections [4], and facial gangrene (noma) [5].&nbsp; Has also been linked to coronary artery disease [3].	J Clin Periodontol. 1998 Feb;25(2):134-44[PID:9495612]|Oral Microbiol Immunol. 2005 Aug;20(4):211-5[PID:15943764]|Crit Rev Oral Biol Med. 2000;11(2):159-71[PID:12002813]|J Periodontol. 2007 Sep;78(9):1724-30[PID:17760542]|Int J Syst Bacteriol. 1990 Apr;40(2):205-8[PID:2223612]
644	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	intermedius				AF104671	334	0.96	19						SEQF2424|SEQF2361|SEQF1703|SEQF1706|SEQF2336|SEQF2363|SEQF2592|SEQF2593	N/A					
645	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	israelii				X82450	107	0.31	68	Actinobacterium israeli|Brevistreptothrix israeli|Cohnistreptothrix israeli|Corynebacterium israeli|Discomyces israeli|Nocardia israeli|Oospora israeli|Proactinomyces israeli|Streptothrix israeli					SEQF1665|SEQF2705	N/A					
646	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella	kingae				AY551999	0	0.00	0	Moraxella kingae|Moraxella kingii					SEQF2080|SEQF2390|SEQF2327|SEQF2556	N/A					
648	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae[13]	Peptoniphilus	lacrimalis				D14141	0	0.00	0	Schleiferella lacrimalis|Peptostreptococcus lacrimalis					SEQF1795|SEQF2505|SEQF2727	N/A					
649	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	lactamica				AJ239286	0	0.00	0	Neisseria lactamicus					SEQF2140|SEQF2141|SEQF1261|SEQF2159	N/A					
652	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Afipia	sp.  genomospecies 4				U87769	1	0.00	459							N/A					
653	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	lecithinolyticum			ATCC 700332|OMZ 684	AF023040	13	0.04	244	Treponema sp. IV:17C:GF6					SEQF1060|SEQF2462	Member of o&shy;ne of the 10 phylogenetic groups of oral treponemes [1,4]. Originally detected in subjects with periodontitis as not-yet-cultivated phylotype (Group IV) termed Treponema sp. IV:17C:GF6 [4].&nbsp; Closest cultivable relative is Treponema maltophilum, which also falls in Group IV.	Growth o&shy;n&nbsp;OMIZ-Pat-w/oPC agarose [1], are off-white, diffuse&nbsp;(~3 mm), subsurface colonies after 7 days incubation at 37oC.&nbsp; Will not grow in chemically defined media, e.g., OMIZ-W1 [1], but requires yeast extract or Neopeptone 	Obligately anaerobic, catalase negative, helically coiled with translational motility in broth, especially in media of high viscosity [1].&nbsp; Will creep o&shy;n solid surfaces, such as agar media or glass.&nbsp; Cells are Gram-negative,&nbsp; 0.15 um by 5 um, with a 1-2-1 periplasmic flagellar arrangement.N-acetylglucosamine is required for growth, and D-arabinose, L-fucose or D-ribose enhance growth.&nbsp; Other carbohydrates do not appear to support growth. Lecithin and 1% fetal calf serum inhibits growth.&nbsp; Strains are resistant to rifampicin and fosfomycin.High activities for alkaline phosphatase, acid phosphatase, B-galactosidase, B-glucuronidase, N-acetyl-B-glucosaminidase, phospholipase A, and phospholipase C	Detected in human subgingival plaque, most often in subjects with periodontitis	Association (e.g. diseased vs control sites)&nbsp;in patients with adult periodontitis and rapidly progressive periodontitis [1,3] and endodontic lesions [2].&nbsp; Strong activities of phospholipase A and phospholipase C may serve as potential virulence factors [1]	Arch Oral Biol.2003 Jul;48(7):495-502[PID:12798152]|Int J Syst Bacteriol.1999 Oct;49 Pt 4:1329-39[PID:10555310]|J Clin Microbiol.2006 Sep;44(9):3078-85[PID:16954230]|Oral Microbiol Immunol.2000 Jun;15(3):196-202[PID:11154403]
654	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Eggerthella	lenta				AF292375	0	0.00	0	Bacteroides lentus|Eubacterium lentum|Pseudobacterium lentum					SEQF1498	N/A					
655	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae[15]	Eubacterium	limosum				M59120	0	0.00	0	Bacteroides limosus|Butyribacterium limosum|Butyribacterium rettgeri|Mycobacterium limosum					SEQF1927	N/A					
656	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	lipophilum				M24581	0	0.00	0	Mycoplasma lipophiliae						N/A					
658	Bacteria	Bacteroidetes	Bacteroides	Bacteroidales	Prevotellaceae	Prevotella	loescheii				L16481	0	0.00	0	Bacteroides loescheii					SEQF2461	N/A					
659	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	loti				U50166	3	0.01	387	Mesorhizobium loti					SEQF1025	N/A					
660	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Defluvibacter	lusatiensis				AJ132378|NR_025312	14	0.04	236	Defluvibacter lusatiensis						N/A					
662	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae[13]	Finegoldia	magna			ATCC 15794	D14149	0	0.00	0	Diplococcus magnus|Peptococcus magnus|Peptostreptococcus magnus					SEQF2061|SEQF2063|SEQF1447|SEQF2435|SEQF1641|SEQF2062|SEQF2642	Finegoldia magna is not believed to be a resident of the human oral cavity. There have been no reports of its isolation verified by molecular sequence analysis.	Forms small (< 0. 5mm diameter) colonies after 48-h anaerobic incubation on Blood Agar plates.	Gram-positive, large, cocci occurring singly and in pairs, tetrads and clusters [2]. Obligately anaerobic and weakly saccharolytic, producing small amounts of acid from glucose and fructose. Ammonia is produced from glycine but not glutamine. Urease is not produced. The major end-product of metabolism is acetate. The mol % G+C content of the DNA is 32-34.	Not thought to be part of the oral microbiota but has been isolated from extra-oral soft tissue infections of the head and neck.	It is thought to be part of the female urogenital microbiota and is one of the commonest clinical anaerobic isolates from wounds and abscesses, primarily associated with the gastrointestinal and urogenital tracts. Is unusual among anaerobes in that it can cause infections, which may be serious, alone in pure culture [1].	Clin Microbiol Rev. 1998 Jan;11(1):81-120[PID:9457430]|Bergeys Manual of Systematic Bacteriology 1986; Vol. 2, pp. 1089-1090.
663	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	maltophilia				X95923	28	0.08	171	Pseudomonas betle|Pseudomonas maltiphilia|Xanthomonas maltiphilia|Pseudomonas beteli|Pseudomonas maltophilia|Stenotrophomonas africana|Xanthomonas maltophilia					SEQF2360|SEQF1330|SEQF1329|SEQF2174|SEQF2478|SEQF2395|SEQF2396|SEQF2300|SEQF1923|SEQF2515	N/A					
664	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	maltophilum				AF023039	15	0.04	228						SEQF1941	N/A					
665	Bacteria	Bacteroidetes	Bacteroides	Bacteroidales	Prevotellaceae	Prevotella	marshii				AF481227	4	0.01	365						SEQF1915|SEQF2681	N/A					
666	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	matruchotii				X82065	169	0.48	41	Actinomyces matruchoti|Bacterionema matruchotii|Cladothrix matruchoti|Oospora matruchoti					SEQF1013|SEQF1648	N/A					
667	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	medium				AF023051	6	0.02	332						SEQF1940	N/A					
669	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	meningitidis				AF382273	60	0.17	109	Diplokokkus intracellularis|Micrococcus intracellularis|Micrococcus meningitidis|Neisseria weichselbaumii					SEQF1100|SEQF1723|SEQF1916|SEQF1276|SEQF1283|SEQF2284|SEQF2285|SEQF2287|SEQF2286|SEQF2288|SEQF2329|SEQF1275|SEQF1277	N/A					
671	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	meyeri				X82451	0	0.00	0	Actinobacterium meyer|Actinobacterium meyeri						N/A					
673	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae[11]	Eubacterium[11][G-6]	minutum				U13037	19	0.05	205	Eubacterium tardum					SEQF2644	N/A					
674	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Atopobium	minutum				X67148	0	0.00	0	Lactobacillus minutum|Bacteroides minutum|Eubacterium minutum|Lactobacillus minutus					SEQF2483	N/A					
676	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Proteus	mirabilis				AF008582	30	0.09	164						SEQF1802|SEQF1289|SEQF2433|SEQF2393|SEQF2394|SEQF2512|SEQF2572	N/A					
677	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	mitis			NCTC 12261	AF003929	1973	5.66	2						SEQF2001|SEQF2002|SEQF1067|SEQF2003|SEQF2217|SEQF2218|SEQF2398|SEQF2219|SEQF2480|SEQF1068|SEQF2337|SEQF2338|SEQF1998|SEQF2339	Heterogenous group of viridans type of streptococci that&nbsp;has had taxonomic revisions.&nbsp; Original type strain, NCTC 3165 (= SK51) clustered with Streptococcus gordonii strains.&nbsp; Proposed NCTC 12261 be replacement type strain of S. mitis&nbsp;[2]. Closely related to S. pneumoniae by 16S rRNA comparisons.	Alpha-hemolytic colonies (0.7- 1.2 mm diameter) o&shy;n blood agar and extensive greening o&shy;n chocolate agar.	Facultatively anaerobic, Gram positive cocci, approximately 1 um in diameter, that grow in short or long chains in broth cultures.&nbsp;&nbsp;&nbsp;Carbohydrates are femented primarily to lactic acid and no gas. Catalase negative.&nbsp; Cell wall contains riitol teichoic acid and minimal rhamnose.&nbsp;Peptidoglycan type is Lys-direct. G+C content is 41 mol%.[2,3]2&nbsp;biovars of S. mitis differ biochemically and serologically [2,3]	Commonly found o&shy;n most surfaces in the human oral cavity and throat [1].&nbsp; 	Not usually attributed to disease, especially oral infections.May be involved in infective endocarditis, toxic shock-like syndrome, and neonatal infections.&nbsp;&nbsp;Septicemias have been reported.&nbsp;	Int J Syst Bacteriol. 1989 Oct;39(4):471-84.|J Clin Microbiol. 2005 Nov;43(11):5721-32[PID:16272510]|Bergey&#039;s Manual of Systematic Bacteriology 1986; Vol. 2, pp. 1043-1063.
678	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	moorei			JCM 10645|CIP 106864	AB031058	20	0.06	198	unclassified Clostridium					SEQF1152|SEQF1683|SEQF2585	Solobacterium moorei is a sufficiently close phylogenetic relative of Bulleidia extructa for the two species to be in the same genus. No formal proposal has yet been made but the name Bulleidia would take precedence by prior publication.	After 7 days incubation on Fastidious Anaerobe Agar plates (incorporating 5 % horse blood), colonies are 1 mm in diameter, circular, entire, translucent and umbonate. Growth in broth media is markedly stimulated by the addition of 0.5 % Tween 80 in the presence of fermentable sugars.	Gram-posiitive non-sporing anaerobic bacilli [1]. Cells are short and straight or slightly curved and found singly or in pairs. Strains are saccharolytic fermenting fructose, glucose, maltose and sucrose. Acetate and lactate with trace amounts of succinate are formed as the end-products of metabolism. Arginine is hydrolysed and aesculin hydrolysed by some strains. There is no growth in 20 % bile, hydrogen sulfide and indole are not produced and nitrate is not reduced. Urea is not hydrolysed. The mol % G+C content of the DNA is 37-39.	Isolated from the human tongue and dental plaque. It is a member of only a relatively small number of species that are found in both the mouth and faeces	Has been associated with halitosis [2,3] and other infections of dental origin [4,5]. There are case reports of this organism causing septicaemia and vascular infections of various types.	J Med Microbiol. 2001 Nov;50(11):947-51[PID:11699590]|J Clin Microbiol. 2003 Feb;41(2):558-63[PID:12574246]|J Am Dent Assoc. 2007 Aug;138(8):1113-20[PID:17670880]|Microbiol Immunol. 2000;44(4):223-7[PID:10832964]|J Dent Res. 2002 Nov;81(11):761-6[PID:12407091]
